Name,Unit,Default,Description
mdBoxOffsetSub3FiltBrightRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of RFL
mdBoxOffsetSub3FiltBrightTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of TFB
mdBoxOffsetSub3FiltDarkRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFDD
mdBoxOffsetSub3FiltDarkRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFH
mdBoxOffsetSub3FiltDarkRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFL
mdBoxOffsetSub3FiltDarkTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of TFB
mdBoxOffsetSub3InedgeBrightRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFDD
mdBoxOffsetSub3InedgeBrightRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFH
mdBoxOffsetSub3InedgeBrightRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFL
mdBoxOffsetSub3InedgeBrightRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RR
mdBoxOffsetSub3InedgeBrightRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RRDD
mdBoxOffsetSub3InedgeBrightTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TFB
mdBoxOffsetSub3InedgeBrightTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TRB
mdBoxOffsetSub3InedgeBrightTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TRBH
mdBoxOffsetSub3InedgeDarkRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFDD
mdBoxOffsetSub3InedgeDarkRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFH
mdBoxOffsetSub3InedgeDarkRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFL
mdBoxOffsetSub3InedgeDarkRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RR
mdBoxOffsetSub3InedgeDarkRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RRDD
mdBoxOffsetSub3InedgeDarkTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TFB
mdBoxOffsetSub3InedgeDarkTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TRB
mdBoxOffsetSub3InedgeDarkTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TRBH
mdBoxOffsetSub3OutedgeBrightRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFDD
mdBoxOffsetSub3OutedgeBrightRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFH
mdBoxOffsetSub3OutedgeBrightRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFL
mdBoxOffsetSub3OutedgeBrightRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RR
mdBoxOffsetSub3OutedgeBrightRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RRDD
mdBoxOffsetSub3OutedgeBrightTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TFB
mdBoxOffsetSub3OutedgeBrightTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TRB
mdBoxOffsetSub3OutedgeBrightTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TRBH
mdBoxOffsetSub3OutedgeDarkRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFDD
mdBoxOffsetSub3OutedgeDarkRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFH
mdBoxOffsetSub3OutedgeDarkRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFL
mdBoxOffsetSub3OutedgeDarkRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RR
mdBoxOffsetSub3OutedgeDarkRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RRDD
mdBoxOffsetSub3OutedgeDarkTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TFB
mdBoxOffsetSub3OutedgeDarkTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TRB
mdBoxOffsetSub3OutedgeDarkTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TRBH
mdBoxOffsetSub3PrepBrightRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFDD
mdBoxOffsetSub3PrepBrightRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFH
mdBoxOffsetSub3PrepBrightRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFL
mdBoxOffsetSub3PrepBrightRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RR
mdBoxOffsetSub3PrepBrightRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RRDD
mdBoxOffsetSub3PrepBrightTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TFB
mdBoxOffsetSub3PrepBrightTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TRB
mdBoxOffsetSub3PrepBrightTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TRBH
mdBoxOffsetSub3PrepDarkRFDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFDD
mdBoxOffsetSub3PrepDarkRFH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFH
mdBoxOffsetSub3PrepDarkRFL,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFL
mdBoxOffsetSub3PrepDarkRR,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RR
mdBoxOffsetSub3PrepDarkRRDD,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RRDD
mdBoxOffsetSub3PrepDarkTFB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TFB
mdBoxOffsetSub3PrepDarkTRB,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TRB
mdBoxOffsetSub3PrepDarkTRBH,mm,-10000,MD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TRBH
mdBoxOffsetTFB,mm,0,Offset to center in machine direction of TFB
mdBoxOffsetTRB,mm,0,Offset to center in machine direction of TRB
mdBoxOffsetTRBH,mm,0,Offset to center in machine direction of TRBH
mdCentroidFiltBrightRFDD,mm,0,Machine direction offset of centroid to center of total rect of Filtered Bright of RFDD.
mdCentroidFiltBrightRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Filtered Bright of RFDD_E.
mdCentroidFiltBrightRFH,mm,0,Machine direction offset of centroid to center of total rect of Filtered Bright of RFH.
mdCentroidFiltBrightRFL,mm,0,Machine direction offset of centroid to center of total rect of Filtered Bright of RFL.
mdCentroidFiltBrightTFB,mm,0,Machine direction offset of centroid to center of total rect of Filtered Bright of TFB.
mdCentroidFiltDarkRFDD,mm,0,Machine direction offset of centroid to center of total rect of Filtered Dark of RFDD.
mdCentroidFiltDarkRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Filtered Dark of RFDD_E.
mdCentroidFiltDarkRFH,mm,0,Machine direction offset of centroid to center of total rect of Filtered Dark of RFH.
mdCentroidFiltDarkRFL,mm,0,Machine direction offset of centroid to center of total rect of Filtered Dark of RFL.
mdCentroidFiltDarkTFB,mm,0,Machine direction offset of centroid to center of total rect of Filtered Dark of TFB.
mdCentroidFiltRFDD,mm,0,Machine direction offset of centroid to of Filtered Video of RFDD.
mdCentroidFiltRFDD_E,mm,0,Machine direction offset of centroid to of Filtered Video of RFDD_E.
mdCentroidFiltRFH,mm,0,Machine direction offset of centroid to of Filtered Video of RFH.
mdCentroidFiltRFL,mm,0,Machine direction offset of centroid to of Filtered Video of RFL.
mdCentroidFiltTFB,mm,0,Machine direction offset of centroid to of Filtered Video of TFB.
mdCentroidInedgeBrightRFDD,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RFDD.
mdCentroidInedgeBrightRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RFDD_E.
mdCentroidInedgeBrightRFH,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RFH.
mdCentroidInedgeBrightRFL,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RFL.
mdCentroidInedgeBrightRR,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RR.
mdCentroidInedgeBrightRRDD,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of RRDD.
mdCentroidInedgeBrightTFB,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of TFB.
mdCentroidInedgeBrightTRB,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of TRB.
mdCentroidInedgeBrightTRBH,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Bright of TRBH.
mdCentroidInedgeDarkRFDD,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RFDD.
mdCentroidInedgeDarkRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RFDD_E.
mdCentroidInedgeDarkRFH,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RFH.
mdCentroidInedgeDarkRFL,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RFL.
mdCentroidInedgeDarkRR,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RR.
mdCentroidInedgeDarkRRDD,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of RRDD.
mdCentroidInedgeDarkTFB,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of TFB.
mdCentroidInedgeDarkTRB,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of TRB.
mdCentroidInedgeDarkTRBH,mm,0,Machine direction offset of centroid to center of total rect of Inner Edge Dark of TRBH.
mdCentroidOutedgeBrightRFDD,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RFDD.
mdCentroidOutedgeBrightRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RFDD_E.
mdCentroidOutedgeBrightRFH,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RFH.
mdCentroidOutedgeBrightRFL,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RFL.
mdCentroidOutedgeBrightRR,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RR.
mdCentroidOutedgeBrightRRDD,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of RRDD.
mdCentroidOutedgeBrightTFB,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of TFB.
mdCentroidOutedgeBrightTRB,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of TRB.
mdCentroidOutedgeBrightTRBH,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Bright of TRBH.
mdCentroidOutedgeDarkRFDD,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RFDD.
mdCentroidOutedgeDarkRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RFDD_E.
mdCentroidOutedgeDarkRFH,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RFH.
mdCentroidOutedgeDarkRFL,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RFL.
mdCentroidOutedgeDarkRR,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RR.
mdCentroidOutedgeDarkRRDD,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of RRDD.
mdCentroidOutedgeDarkTFB,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of TFB.
mdCentroidOutedgeDarkTRB,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of TRB.
mdCentroidOutedgeDarkTRBH,mm,0,Machine direction offset of centroid to center of total rect of Outer Edge Dark of TRBH.
mdCentroidPrepBrightRFDD,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RFDD.
mdCentroidPrepBrightRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RFDD_E.
mdCentroidPrepBrightRFH,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RFH.
mdCentroidPrepBrightRFL,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RFL.
mdCentroidPrepBrightRR,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RR.
mdCentroidPrepBrightRRDD,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of RRDD.
mdCentroidPrepBrightTFB,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of TFB.
mdCentroidPrepBrightTRB,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of TRB.
mdCentroidPrepBrightTRBH,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Bright of TRBH.
mdCentroidPrepDarkRFDD,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RFDD.
mdCentroidPrepDarkRFDD_E,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RFDD_E.
mdCentroidPrepDarkRFH,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RFH.
mdCentroidPrepDarkRFL,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RFL.
mdCentroidPrepDarkRR,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RR.
mdCentroidPrepDarkRRDD,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of RRDD.
mdCentroidPrepDarkTFB,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of TFB.
mdCentroidPrepDarkTRB,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of TRB.
mdCentroidPrepDarkTRBH,mm,0,Machine direction offset of centroid to center of total rect of Preprocessed Dark of TRBH.
mdCentroidPrepRFDD,mm,0,Machine direction offset of centroid to of Preprocessed Video of RFDD.
mdCentroidPrepRFDD_E,mm,0,Machine direction offset of centroid to of Preprocessed Video of RFDD_E.
mdCentroidPrepRFH,mm,0,Machine direction offset of centroid to of Preprocessed Video of RFH.
mdCentroidPrepRFL,mm,0,Machine direction offset of centroid to of Preprocessed Video of RFL.
mdCentroidPrepRR,mm,0,Machine direction offset of centroid to of Preprocessed Video of RR.
mdCentroidPrepRRDD,mm,0,Machine direction offset of centroid to of Preprocessed Video of RRDD.
mdCentroidPrepTFB,mm,0,Machine direction offset of centroid to of Preprocessed Video of TFB.
mdCentroidPrepTRB,mm,0,Machine direction offset of centroid to of Preprocessed Video of TRB.
mdCentroidPrepTRBH,mm,0,Machine direction offset of centroid to of Preprocessed Video of TRBH.
mdCentroidSub1FiltBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Bright of RFDD
mdCentroidSub1FiltBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Bright of RFH
mdCentroidSub1FiltBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Bright of RFL
mdCentroidSub1FiltBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Bright of TFB
mdCentroidSub1FiltDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Dark of RFDD
mdCentroidSub1FiltDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Dark of RFH
mdCentroidSub1FiltDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Dark of RFL
mdCentroidSub1FiltDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Filtered Dark of TFB
mdCentroidSub1InedgeBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of RFDD
mdCentroidSub1InedgeBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of RFH
mdCentroidSub1InedgeBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of RFL
mdCentroidSub1InedgeBrightRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of RR
mdCentroidSub1InedgeBrightRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of RRDD
mdCentroidSub1InedgeBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of TFB
mdCentroidSub1InedgeBrightTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of TRB
mdCentroidSub1InedgeBrightTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Bright of TRBH
mdCentroidSub1InedgeDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of RFDD
mdCentroidSub1InedgeDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of RFH
mdCentroidSub1InedgeDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of RFL
mdCentroidSub1InedgeDarkRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of RR
mdCentroidSub1InedgeDarkRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of RRDD
mdCentroidSub1InedgeDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of TFB
mdCentroidSub1InedgeDarkTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of TRB
mdCentroidSub1InedgeDarkTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Inner Edge Dark of TRBH
mdCentroidSub1OutedgeBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of RFDD
mdCentroidSub1OutedgeBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of RFH
mdCentroidSub1OutedgeBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of RFL
mdCentroidSub1OutedgeBrightRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of RR
mdCentroidSub1OutedgeBrightRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of RRDD
mdCentroidSub1OutedgeBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of TFB
mdCentroidSub1OutedgeBrightTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of TRB
mdCentroidSub1OutedgeBrightTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Bright of TRBH
mdCentroidSub1OutedgeDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of RFDD
mdCentroidSub1OutedgeDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of RFH
mdCentroidSub1OutedgeDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of RFL
mdCentroidSub1OutedgeDarkRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of RR
mdCentroidSub1OutedgeDarkRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of RRDD
mdCentroidSub1OutedgeDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of TFB
mdCentroidSub1OutedgeDarkTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of TRB
mdCentroidSub1OutedgeDarkTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Outer Edge Dark of TRBH
mdCentroidSub1PrepBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of RFDD
mdCentroidSub1PrepBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of RFH
mdCentroidSub1PrepBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of RFL
mdCentroidSub1PrepBrightRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of RR
mdCentroidSub1PrepBrightRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of RRDD
mdCentroidSub1PrepBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of TFB
mdCentroidSub1PrepBrightTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of TRB
mdCentroidSub1PrepBrightTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Bright of TRBH
mdCentroidSub1PrepDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of RFDD
mdCentroidSub1PrepDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of RFH
mdCentroidSub1PrepDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of RFL
mdCentroidSub1PrepDarkRR,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of RR
mdCentroidSub1PrepDarkRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of RRDD
mdCentroidSub1PrepDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of TFB
mdCentroidSub1PrepDarkTRB,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of TRB
mdCentroidSub1PrepDarkTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 1th largest subblob-fragment of Preprocessed Dark of TRBH
mdCentroidSub2FiltBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Bright of RFDD
mdCentroidSub2FiltBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Bright of RFH
mdCentroidSub2FiltBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Bright of RFL
mdCentroidSub2FiltBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Bright of TFB
mdCentroidSub2FiltDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Dark of RFDD
mdCentroidSub2FiltDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Dark of RFH
mdCentroidSub2FiltDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Dark of RFL
mdCentroidSub2FiltDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Filtered Dark of TFB
mdCentroidSub2InedgeBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of RFDD
mdCentroidSub2InedgeBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of RFH
mdCentroidSub2InedgeBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of RFL
mdCentroidSub2InedgeBrightRR,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of RR
mdCentroidSub2InedgeBrightRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of RRDD
mdCentroidSub2InedgeBrightTFB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of TFB
mdCentroidSub2InedgeBrightTRB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of TRB
mdCentroidSub2InedgeBrightTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Bright of TRBH
mdCentroidSub2InedgeDarkRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of RFDD
mdCentroidSub2InedgeDarkRFH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of RFH
mdCentroidSub2InedgeDarkRFL,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of RFL
mdCentroidSub2InedgeDarkRR,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of RR
mdCentroidSub2InedgeDarkRRDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of RRDD
mdCentroidSub2InedgeDarkTFB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of TFB
mdCentroidSub2InedgeDarkTRB,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of TRB
mdCentroidSub2InedgeDarkTRBH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Inner Edge Dark of TRBH
mdCentroidSub2OutedgeBrightRFDD,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Outer Edge Bright of RFDD
mdCentroidSub2OutedgeBrightRFH,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Outer Edge Bright of RFH
mdCentroidSub2OutedgeBrightRFL,mm,-10000,MD-offset of centroid to the center of rect of the 2th largest subblob-fragment of Outer Edge Bright of RFL
