Name,Unit,Default,Description
cdBoxOffsetOutedgeBrightRFH,mm,0,Offset to center in cross direction of Outer Edge Bright of RFH.
cdBoxOffsetOutedgeBrightRFL,mm,0,Offset to center in cross direction of Outer Edge Bright of RFL.
cdBoxOffsetOutedgeBrightRR,mm,0,Offset to center in cross direction of Outer Edge Bright of RR.
cdBoxOffsetOutedgeBrightRRDD,mm,0,Offset to center in cross direction of Outer Edge Bright of RRDD.
cdBoxOffsetOutedgeBrightTFB,mm,0,Offset to center in cross direction of Outer Edge Bright of TFB.
cdBoxOffsetOutedgeBrightTRB,mm,0,Offset to center in cross direction of Outer Edge Bright of TRB.
cdBoxOffsetOutedgeBrightTRBH,mm,0,Offset to center in cross direction of Outer Edge Bright of TRBH.
cdBoxOffsetOutedgeDarkRFDD,mm,0,Offset to center in cross direction of Outer Edge Dark of RFDD.
cdBoxOffsetOutedgeDarkRFDD_E,mm,0,Offset to center in cross direction of Outer Edge Dark of RFDD_E.
cdBoxOffsetOutedgeDarkRFH,mm,0,Offset to center in cross direction of Outer Edge Dark of RFH.
cdBoxOffsetOutedgeDarkRFL,mm,0,Offset to center in cross direction of Outer Edge Dark of RFL.
cdBoxOffsetOutedgeDarkRR,mm,0,Offset to center in cross direction of Outer Edge Dark of RR.
cdBoxOffsetOutedgeDarkRRDD,mm,0,Offset to center in cross direction of Outer Edge Dark of RRDD.
cdBoxOffsetOutedgeDarkTFB,mm,0,Offset to center in cross direction of Outer Edge Dark of TFB.
cdBoxOffsetOutedgeDarkTRB,mm,0,Offset to center in cross direction of Outer Edge Dark of TRB.
cdBoxOffsetOutedgeDarkTRBH,mm,0,Offset to center in cross direction of Outer Edge Dark of TRBH.
cdBoxOffsetPrepBrightRFDD,mm,0,Offset to center in cross direction of Preprocessed Bright of RFDD.
cdBoxOffsetPrepBrightRFDD_E,mm,0,Offset to center in cross direction of Preprocessed Bright of RFDD_E.
cdBoxOffsetPrepBrightRFH,mm,0,Offset to center in cross direction of Preprocessed Bright of RFH.
cdBoxOffsetPrepBrightRFL,mm,0,Offset to center in cross direction of Preprocessed Bright of RFL.
cdBoxOffsetPrepBrightRR,mm,0,Offset to center in cross direction of Preprocessed Bright of RR.
cdBoxOffsetPrepBrightRRDD,mm,0,Offset to center in cross direction of Preprocessed Bright of RRDD.
cdBoxOffsetPrepBrightTFB,mm,0,Offset to center in cross direction of Preprocessed Bright of TFB.
cdBoxOffsetPrepBrightTRB,mm,0,Offset to center in cross direction of Preprocessed Bright of TRB.
cdBoxOffsetPrepBrightTRBH,mm,0,Offset to center in cross direction of Preprocessed Bright of TRBH.
cdBoxOffsetPrepDarkRFDD,mm,0,Offset to center in cross direction of Preprocessed Dark of RFDD.
cdBoxOffsetPrepDarkRFDD_E,mm,0,Offset to center in cross direction of Preprocessed Dark of RFDD_E.
cdBoxOffsetPrepDarkRFH,mm,0,Offset to center in cross direction of Preprocessed Dark of RFH.
cdBoxOffsetPrepDarkRFL,mm,0,Offset to center in cross direction of Preprocessed Dark of RFL.
cdBoxOffsetPrepDarkRR,mm,0,Offset to center in cross direction of Preprocessed Dark of RR.
cdBoxOffsetPrepDarkRRDD,mm,0,Offset to center in cross direction of Preprocessed Dark of RRDD.
cdBoxOffsetPrepDarkTFB,mm,0,Offset to center in cross direction of Preprocessed Dark of TFB.
cdBoxOffsetPrepDarkTRB,mm,0,Offset to center in cross direction of Preprocessed Dark of TRB.
cdBoxOffsetPrepDarkTRBH,mm,0,Offset to center in cross direction of Preprocessed Dark of TRBH.
cdBoxOffsetRFDD,mm,0,Offset to center in cross direction of RFDD
cdBoxOffsetRFDD_E,mm,0,Offset to center in cross direction of RFDD_E
cdBoxOffsetRFH,mm,0,Offset to center in cross direction of RFH
cdBoxOffsetRFL,mm,0,Offset to center in cross direction of RFL
cdBoxOffsetRR,mm,0,Offset to center in cross direction of RR
cdBoxOffsetRRDD,mm,0,Offset to center in cross direction of RRDD
cdBoxOffsetSub1FiltBrightRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Bright of RFDD
cdBoxOffsetSub1FiltBrightRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Bright of RFH
cdBoxOffsetSub1FiltBrightRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Bright of RFL
cdBoxOffsetSub1FiltBrightTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Bright of TFB
cdBoxOffsetSub1FiltDarkRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Dark of RFDD
cdBoxOffsetSub1FiltDarkRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Dark of RFH
cdBoxOffsetSub1FiltDarkRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Dark of RFL
cdBoxOffsetSub1FiltDarkTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Filtered Dark of TFB
cdBoxOffsetSub1InedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of RFDD
cdBoxOffsetSub1InedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of RFH
cdBoxOffsetSub1InedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of RFL
cdBoxOffsetSub1InedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of RR
cdBoxOffsetSub1InedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of RRDD
cdBoxOffsetSub1InedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of TFB
cdBoxOffsetSub1InedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of TRB
cdBoxOffsetSub1InedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Bright of TRBH
cdBoxOffsetSub1InedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of RFDD
cdBoxOffsetSub1InedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of RFH
cdBoxOffsetSub1InedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of RFL
cdBoxOffsetSub1InedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of RR
cdBoxOffsetSub1InedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of RRDD
cdBoxOffsetSub1InedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of TFB
cdBoxOffsetSub1InedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of TRB
cdBoxOffsetSub1InedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Inner Edge Dark of TRBH
cdBoxOffsetSub1OutedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of RFDD
cdBoxOffsetSub1OutedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of RFH
cdBoxOffsetSub1OutedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of RFL
cdBoxOffsetSub1OutedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of RR
cdBoxOffsetSub1OutedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of RRDD
cdBoxOffsetSub1OutedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of TFB
cdBoxOffsetSub1OutedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of TRB
cdBoxOffsetSub1OutedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Bright of TRBH
cdBoxOffsetSub1OutedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of RFDD
cdBoxOffsetSub1OutedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of RFH
cdBoxOffsetSub1OutedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of RFL
cdBoxOffsetSub1OutedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of RR
cdBoxOffsetSub1OutedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of RRDD
cdBoxOffsetSub1OutedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of TFB
cdBoxOffsetSub1OutedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of TRB
cdBoxOffsetSub1OutedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Outer Edge Dark of TRBH
cdBoxOffsetSub1PrepBrightRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of RFDD
cdBoxOffsetSub1PrepBrightRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of RFH
cdBoxOffsetSub1PrepBrightRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of RFL
cdBoxOffsetSub1PrepBrightRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of RR
cdBoxOffsetSub1PrepBrightRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of RRDD
cdBoxOffsetSub1PrepBrightTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of TFB
cdBoxOffsetSub1PrepBrightTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of TRB
cdBoxOffsetSub1PrepBrightTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Bright of TRBH
cdBoxOffsetSub1PrepDarkRFDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of RFDD
cdBoxOffsetSub1PrepDarkRFH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of RFH
cdBoxOffsetSub1PrepDarkRFL,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of RFL
cdBoxOffsetSub1PrepDarkRR,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of RR
cdBoxOffsetSub1PrepDarkRRDD,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of RRDD
cdBoxOffsetSub1PrepDarkTFB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of TFB
cdBoxOffsetSub1PrepDarkTRB,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of TRB
cdBoxOffsetSub1PrepDarkTRBH,mm,-10000,CD-offset to flaw-center of the 1th largest subblob-fragment of Preprocessed Dark of TRBH
cdBoxOffsetSub2FiltBrightRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Bright of RFDD
cdBoxOffsetSub2FiltBrightRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Bright of RFH
cdBoxOffsetSub2FiltBrightRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Bright of RFL
cdBoxOffsetSub2FiltBrightTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Bright of TFB
cdBoxOffsetSub2FiltDarkRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Dark of RFDD
cdBoxOffsetSub2FiltDarkRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Dark of RFH
cdBoxOffsetSub2FiltDarkRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Dark of RFL
cdBoxOffsetSub2FiltDarkTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Filtered Dark of TFB
cdBoxOffsetSub2InedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of RFDD
cdBoxOffsetSub2InedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of RFH
cdBoxOffsetSub2InedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of RFL
cdBoxOffsetSub2InedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of RR
cdBoxOffsetSub2InedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of RRDD
cdBoxOffsetSub2InedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of TFB
cdBoxOffsetSub2InedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of TRB
cdBoxOffsetSub2InedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Bright of TRBH
cdBoxOffsetSub2InedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of RFDD
cdBoxOffsetSub2InedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of RFH
cdBoxOffsetSub2InedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of RFL
cdBoxOffsetSub2InedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of RR
cdBoxOffsetSub2InedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of RRDD
cdBoxOffsetSub2InedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of TFB
cdBoxOffsetSub2InedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of TRB
cdBoxOffsetSub2InedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Inner Edge Dark of TRBH
cdBoxOffsetSub2OutedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of RFDD
cdBoxOffsetSub2OutedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of RFH
cdBoxOffsetSub2OutedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of RFL
cdBoxOffsetSub2OutedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of RR
cdBoxOffsetSub2OutedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of RRDD
cdBoxOffsetSub2OutedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of TFB
cdBoxOffsetSub2OutedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of TRB
cdBoxOffsetSub2OutedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Bright of TRBH
cdBoxOffsetSub2OutedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of RFDD
cdBoxOffsetSub2OutedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of RFH
cdBoxOffsetSub2OutedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of RFL
cdBoxOffsetSub2OutedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of RR
cdBoxOffsetSub2OutedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of RRDD
cdBoxOffsetSub2OutedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of TFB
cdBoxOffsetSub2OutedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of TRB
cdBoxOffsetSub2OutedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Outer Edge Dark of TRBH
cdBoxOffsetSub2PrepBrightRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of RFDD
cdBoxOffsetSub2PrepBrightRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of RFH
cdBoxOffsetSub2PrepBrightRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of RFL
cdBoxOffsetSub2PrepBrightRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of RR
cdBoxOffsetSub2PrepBrightRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of RRDD
cdBoxOffsetSub2PrepBrightTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of TFB
cdBoxOffsetSub2PrepBrightTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of TRB
cdBoxOffsetSub2PrepBrightTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Bright of TRBH
cdBoxOffsetSub2PrepDarkRFDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of RFDD
cdBoxOffsetSub2PrepDarkRFH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of RFH
cdBoxOffsetSub2PrepDarkRFL,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of RFL
cdBoxOffsetSub2PrepDarkRR,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of RR
cdBoxOffsetSub2PrepDarkRRDD,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of RRDD
cdBoxOffsetSub2PrepDarkTFB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of TFB
cdBoxOffsetSub2PrepDarkTRB,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of TRB
cdBoxOffsetSub2PrepDarkTRBH,mm,-10000,CD-offset to flaw-center of the 2th largest subblob-fragment of Preprocessed Dark of TRBH
cdBoxOffsetSub3FiltBrightRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of RFDD
cdBoxOffsetSub3FiltBrightRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of RFH
cdBoxOffsetSub3FiltBrightRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of RFL
cdBoxOffsetSub3FiltBrightTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Bright of TFB
cdBoxOffsetSub3FiltDarkRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFDD
cdBoxOffsetSub3FiltDarkRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFH
cdBoxOffsetSub3FiltDarkRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of RFL
cdBoxOffsetSub3FiltDarkTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Filtered Dark of TFB
cdBoxOffsetSub3InedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFDD
cdBoxOffsetSub3InedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFH
cdBoxOffsetSub3InedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RFL
cdBoxOffsetSub3InedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RR
cdBoxOffsetSub3InedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of RRDD
cdBoxOffsetSub3InedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TFB
cdBoxOffsetSub3InedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TRB
cdBoxOffsetSub3InedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Bright of TRBH
cdBoxOffsetSub3InedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFDD
cdBoxOffsetSub3InedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFH
cdBoxOffsetSub3InedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RFL
cdBoxOffsetSub3InedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RR
cdBoxOffsetSub3InedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of RRDD
cdBoxOffsetSub3InedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TFB
cdBoxOffsetSub3InedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TRB
cdBoxOffsetSub3InedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Inner Edge Dark of TRBH
cdBoxOffsetSub3OutedgeBrightRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFDD
cdBoxOffsetSub3OutedgeBrightRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFH
cdBoxOffsetSub3OutedgeBrightRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RFL
cdBoxOffsetSub3OutedgeBrightRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RR
cdBoxOffsetSub3OutedgeBrightRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of RRDD
cdBoxOffsetSub3OutedgeBrightTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TFB
cdBoxOffsetSub3OutedgeBrightTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TRB
cdBoxOffsetSub3OutedgeBrightTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Bright of TRBH
cdBoxOffsetSub3OutedgeDarkRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFDD
cdBoxOffsetSub3OutedgeDarkRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFH
cdBoxOffsetSub3OutedgeDarkRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RFL
cdBoxOffsetSub3OutedgeDarkRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RR
cdBoxOffsetSub3OutedgeDarkRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of RRDD
cdBoxOffsetSub3OutedgeDarkTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TFB
cdBoxOffsetSub3OutedgeDarkTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TRB
cdBoxOffsetSub3OutedgeDarkTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Outer Edge Dark of TRBH
cdBoxOffsetSub3PrepBrightRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFDD
cdBoxOffsetSub3PrepBrightRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFH
cdBoxOffsetSub3PrepBrightRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RFL
cdBoxOffsetSub3PrepBrightRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RR
cdBoxOffsetSub3PrepBrightRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of RRDD
cdBoxOffsetSub3PrepBrightTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TFB
cdBoxOffsetSub3PrepBrightTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TRB
cdBoxOffsetSub3PrepBrightTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Bright of TRBH
cdBoxOffsetSub3PrepDarkRFDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFDD
cdBoxOffsetSub3PrepDarkRFH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFH
cdBoxOffsetSub3PrepDarkRFL,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RFL
cdBoxOffsetSub3PrepDarkRR,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RR
cdBoxOffsetSub3PrepDarkRRDD,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of RRDD
cdBoxOffsetSub3PrepDarkTFB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TFB
cdBoxOffsetSub3PrepDarkTRB,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TRB
cdBoxOffsetSub3PrepDarkTRBH,mm,-10000,CD-offset to flaw-center of the 3th largest subblob-fragment of Preprocessed Dark of TRBH
cdBoxOffsetTFB,mm,0,Offset to center in cross direction of TFB
cdBoxOffsetTRB,mm,0,Offset to center in cross direction of TRB
cdBoxOffsetTRBH,mm,0,Offset to center in cross direction of TRBH
cdBoxWidth,mm,0,Surrounding rectangle width in cross direction.
cdBoxWidthFiltBrightRFDD,mm,0,Surrounding rectangle width in cross direction of Filtered Bright of RFDD.
cdBoxWidthFiltBrightRFDD_E,mm,0,Surrounding rectangle width in cross direction of Filtered Bright of RFDD_E.
