2016-06-13,0,0,0,0,00:00:03
2016-06-15,0,0,0,0,00:01:44
2016-06-20,0,0,0,0,01:07:07
2016-06-22,0,0,0,0,00:02:53
2016-06-23,0,0,0,0,00:00:09
2016-06-24,0,0,0,0,00:00:29
2016-06-25,0,0,0,0,00:01:26
2016-06-27,0,0,0,0,01:19:38
